source_file,source_type,room,board_number,vulnerability_code,vulnerability,dealer_code,dealer,south_hand_raw,west_hand_raw,north_hand_raw,east_hand_raw,south_hand_norm,west_hand_norm,north_hand_norm,east_hand_norm,tricks_claimed,bidding_sequence,final_contract,board_data_status
TM-55856-1753877659.lin,TM,open,5,n,ns,3.0,N,SA76HKJ943DJCKJ83,SK84H85DAKQ94CAQ5,SQHAQT62DT32CT974,,SA76HKJ943DJCKJ83,SK84H85DAKQ94CAQ5,SQHAQT62DT32CT974,,9.0,PASS PASS 1H X 4H 4S PASS PASS PASS,4S,missing_or_invalid
TM-55856-1753877659.lin,TM,open,6,e,ew,4.0,E,S85H984D9732C8765,SAJ932HK2D64CAK32,SKT74HJ765DKQT8C9,,S85H984D9732C8765,SAJ932HK2D64CAK32,SKT74HJ765DKQT8C9,,,1NT PASS 2H! PASS 2S PASS 3C PASS 3NT PASS 4NT PASS 6NT PASS PASS PASS,6NT,missing_or_invalid
TM-55856-1753877659.lin,TM,open,7,b,both,1.0,S,SA873HQDKQ5CAKJ63,SKQ5HKT875DT982C2,ST94HAJ9642D73CT5,,SA873HQDKQ5CAKJ63,SKQ5HKT875DT982C2,ST94HAJ9642D73CT5,,,1C 1H PASS PASS 2S PASS PASS PASS,2S,missing_or_invalid
TM-55856-1753877659.lin,TM,open,8,o,none,2.0,W,SAQ3HKQ4DT754CAJ5,SKT4HA9865DK6CQ97,SJ52HT3DQ92CT8432,,SAQ3HKQ4DT754CAJ5,SKT4HA9865DK6CQ97,SJ52HT3DQ92CT8432,,,1H PASS 2H PASS PASS PASS,2H,missing_or_invalid
TM-55856-1753877659.lin,TM,open,9,e,ew,3.0,N,SA43HT94DJ2CKT543,ST2HQ876DKQ984CAJ,SKQ765HK5DAT65C87,,SA43HT94DJ2CKT543,ST2HQ876DKQ984CAJ,SKQ765HK5DAT65C87,,8.0,1S PASS 2S PASS PASS PASS,2S,missing_or_invalid
TM-55856-1753877659.lin,TM,open,10,b,both,4.0,E,SQJT975HDKQ84CA63,S4HQJ9853DT976CK5,SK62HAT764D3CT972,,SQJT975HDKQ84CA63,S4HQJ9853DT976CK5,SK62HAT764D3CT972,,,1NT 2D! PASS 2S! PASS PASS PASS,1NT,missing_or_invalid
TM-63546-1754051611.lin,TM,open,1,o,none,3.0,N,SQ5H82DAT73CKQ765,SA92HT93D9862CAT4,SKT86HAQJ65DQ5C98,,SQ5H82DAT73CKQ765,SA92HT93D9862CAT4,SKT86HAQJ65DQ5C98,,,1H PASS 1NT PASS 2C! PASS 3C PASS 3H PASS PASS PASS,3H,missing_or_invalid
TM-63546-1754051611.lin,TM,open,2,n,ns,4.0,E,SKJ5HQT76D3CT9432,S3HA985DA9864CAJ6,S98642HKJ32DQ2CK5,,SKJ5HQT76D3CT9432,S3HA985DA9864CAJ6,S98642HKJ32DQ2CK5,,12.0,1D PASS 1H PASS 1S PASS 2D PASS PASS PASS,2D,missing_or_invalid
TM-63546-1754051611.lin,TM,open,3,e,ew,1.0,S,S62HAK3DQ9764CAQ3,SAT975HT984DJC872,S4HQ652DAK53CKT54,,S62HAK3DQ9764CAQ3,SAT975HT984DJC872,S4HQ652DAK53CKT54,,7.0,1NT PASS 2C! 2S PASS 4S X PASS PASS PASS,4S,missing_or_invalid
TM-63546-1754051611.lin,TM,open,4,b,both,2.0,W,SAT5HK2DKQJ85C986,SKJ96HAQJ3DT93CAK,S43H9876DA64CQ732,,SAT5HK2DKQJ85C986,SKJ96HAQJ3DT93CAK,S43H9876DA64CQ732,,8.0,1D PASS 1S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-63546-1754051611.lin,TM,open,5,n,ns,3.0,N,SAKQH7DA763CT8632,S75HAKQJ5DT82CQ97,SJ83HT943DKJ94CJ5,,SAKQH7DA763CT8632,S75HAKQJ5DT82CQ97,SJ83HT943DKJ94CJ5,,8.0,PASS PASS 1D 1H 2D 2H PASS PASS PASS,2H,missing_or_invalid
TM-63546-1754051611.lin,TM,open,6,e,ew,4.0,E,ST3HJ82DAQT83CT97,SK987642HAKTD4CQ8,SAJHQ9763DK95CA32,,ST3HJ82DAQT83CT97,SK987642HAKTD4CQ8,SAJHQ9763DK95CA32,,7.0,PASS PASS 1S 2H PASS PASS 2S X PASS 3H PASS PASS PASS,3H,missing_or_invalid
TM-63546-1754051611.lin,TM,open,7,b,both,1.0,S,SA874HAT743D3C942,SQHK95DAK98652CT8,SKJ532HQ62DJ74CAK,,SA874HAT743D3C942,SQHK95DAK98652CT8,SKJ532HQ62DJ74CAK,,11.0,PASS 1D 1S 2C 3S 4D 4S PASS PASS PASS,4S,missing_or_invalid
TM-63546-1754051611.lin,TM,open,8,o,none,2.0,W,SJT42HKT54DCKJ943,S9HQ76DK98765CAQ2,SKQ8763H98DAJCT86,,SJT42HKT54DCKJ943,S9HQ76DK98765CAQ2,SKQ8763H98DAJCT86,,11.0,1D 1S X 2D! PASS 2S 3S! PASS 4D PASS 5D PASS PASS PASS,5D,missing_or_invalid
TM-63546-1754051611.lin,TM,open,9,e,ew,3.0,N,S76532H862DKT3C73,SAKQ98HT97DQ7CA86,SJ4H3DAJ9852CQJT5,,S76532H862DKT3C73,SAKQ98HT97DQ7CA86,SJ4H3DAJ9852CQJT5,,12.0,PASS 1H PASS 1S 2D 2H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-63546-1754051611.lin,TM,open,10,b,both,4.0,E,SAK642HT4DQ97653C,SQ75HK752DAJ84CAK,SJ98HA86DKT2C8762,,SAK642HT4DQ97653C,SQ75HK752DAJ84CAK,SJ98HA86DKT2C8762,,11.0,PASS 1S 1NT 2S 3S! PASS 3NT X 5C PASS PASS X PASS PASS PASS,5C,missing_or_invalid
TM-63933-1754055768.lin,TM,open,1,o,none,3.0,N,S2TH2QD279TC349JK,S578AH38D48JQC67T,S9JQKH469AD6KC2QA,,S2TH2QD279TC349JK,S578AH38D48JQC67T,S9JQKH469AD6KC2QA,,,1C 1H 3C PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-63933-1754055768.lin,TM,open,2,n,ns,4.0,E,S79QKH7D9JQKC28TK,S68TJH24TQKD47TCA,S3AH369JAD23AC35J,,S79QKH7D9JQKC28TK,S68TJH24TQKD47TCA,S3AH369JAD23AC35J,,11.0,PASS 1D 1H 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-63933-1754055768.lin,TM,open,3,e,ew,1.0,S,S489H6D578TJAC89J,S67H589JKD26KC2TK,S3TJKAH34TAD49C56,,S489H6D578TJAC89J,S67H589JKD26KC2TK,S3TJKAH34TAD49C56,,9.0,PASS PASS 1S 2C 2S 3C 3S PASS PASS PASS,3S,missing_or_invalid
TM-63933-1754055768.lin,TM,open,4,b,both,2.0,W,S39JH568D3TC259JK,S25TQH9TJKDJQC46A,S478KH37QAD68C38Q,,S39JH568D3TC259JK,S25TQH9TJKDJQC46A,S478KH37QAD68C38Q,,,1C PASS 1D PASS 1NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-63933-1754055768.lin,TM,open,5,n,ns,3.0,N,S39H469QD2C247TQA,S58JKAH2JKDTC3589,S27TH358TAD45C6JK,,S39H469QD2C247TQA,S58JKAH2JKDTC3589,S27TH358TAD45C6JK,,6.0,PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-63933-1754055768.lin,TM,open,6,e,ew,4.0,E,S27JH2489QKADJC7A,S5TH367JD56C3568J,S469KAH5D237QKC4Q,,S27JH2489QKADJC7A,S5TH367JD56C3568J,S469KAH5D237QKC4Q,,11.0,PASS 4C! PASS 4D! PASS 4H PASS 4S! PASS 4NT PASS 5C! PASS 6H PASS PASS PASS,6H,missing_or_invalid
TM-63933-1754055768.lin,TM,open,7,b,both,1.0,S,S2348QH34TD28JC5J,S9TJH59KAD46TC4TK,S56KH68QD39AC2379,,S2348QH34TD28JC5J,S9TJH59KAD46TC4TK,S56KH68QD39AC2379,,,PASS PASS PASS 1NT PASS 2C PASS 2D! PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-63933-1754055768.lin,TM,open,8,o,none,2.0,W,STH358KD89JAC26JK,S578H2TQAD4567C57,SJQH46JD23TQC489A,,STH358KD89JAC26JK,S578H2TQAD4567C57,SJQH46JD23TQC489A,,,PASS PASS 1S X 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-63933-1754055768.lin,TM,open,9,e,ew,3.0,N,S3TQHQD45C3578JKA,S5H356789KAD369AC,S24678KHTJD2JQC49,,S3TQHQD45C3578JKA,S5H356789KAD369AC,S24678KHTJD2JQC49,,12.0,2D! PASS 2H 4H PASS PASS PASS,4H,missing_or_invalid
TM-63933-1754055768.lin,TM,open,10,b,both,4.0,E,S4679H6AD27QC2TKA,S2358TQH7KD56C345,SJKAH35TJD39C789J,,S4679H6AD27QC2TKA,S2358TQH7KD56C345,SJKAH35TJD39C789J,,,1D PASS 1S PASS 2H PASS 2S PASS 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-64482-1749818241.lin,TM,open,1,o,none,3.0,N,SAQ82HAQ86DA5C765,SK975HJ9742DK4CK2,S3HT3DT97CAQJT843,,SAQ82HAQ86DA5C765,SK975HJ9742DK4CK2,S3HT3DT97CAQJT843,,12.0,3C PASS 4N! PASS 5C PASS PASS PASS,5C,missing_or_invalid
TM-64482-1749818241.lin,TM,open,2,n,ns,4.0,E,SAKQT642H953D6CJ9,SHAJ874DT7543CT54,SJ5HKTDAKJ9CA7632,,SAKQT642H953D6CJ9,SHAJ874DT7543CT54,SJ5HKTDAKJ9CA7632,,12.0,PASS 1S 2S! 2NT 4H 4S PASS 4NT PASS 5S! PASS 6S PASS PASS PASS,6S,missing_or_invalid
TM-64482-1749818241.lin,TM,open,3,e,ew,1.0,S,ST6HKJ62DQT963C83,SAQJHQ943DJ42CQJ2,S743HA5DA5CT97654,,ST6HKJ62DQT963C83,SAQJHQ943DJ42CQJ2,S743HA5DA5CT97654,,,PASS 1C PASS 1S X XX PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-64482-1749818241.lin,TM,open,4,b,both,2.0,W,SKT95HAJ2DT84CA53,S8632HKT6DJ9763CT,SQHQ754DAKQCK8764,,SKT95HAJ2DT84CA53,S8632HKT6DJ9763CT,SQHQ754DAKQCK8764,,10.0,PASS 1C PASS 1S PASS 1NT PASS 2C! PASS 2H PASS 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64482-1749818241.lin,TM,open,5,n,ns,3.0,N,SAJ5HAK73DA72CK85,SQT4HJ542DK9864CT,SK9HT98DQ53CAJ643,,SAJ5HAK73DA72CK85,SQT4HJ542DK9864CT,SK9HT98DQ53CAJ643,,,PASS PASS 1C PASS 1NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64482-1749818241.lin,TM,open,6,e,ew,4.0,E,SQJT84HT3DQT98CAT,SH97542DAKJ3CK652,SAK9732HQD7652CJ9,,SQJT84HT3DQT98CAT,SH97542DAKJ3CK652,SAK9732HQD7652CJ9,,8.0,1H 1S 2S! 4S 5C PASS 5D! PASS 5H PASS PASS 5S PASS PASS PASS,5S,missing_or_invalid
TM-64482-1749818241.lin,TM,open,7,b,both,1.0,S,STHQ652DAKT943C86,SK7652HA7D5CKQT92,S98HJT43DQJ7CJ743,,STHQ652DAKT943C86,SK7652HA7D5CKQT92,S98HJT43DQJ7CJ743,,12.0,PASS 1S PASS 2C! 2D 3C PASS 3S PASS 4C! PASS 4H! PASS 4NT PASS 5S! PASS 6S PASS PASS PASS,6S,missing_or_invalid
TM-64482-1749818241.lin,TM,open,8,o,none,2.0,W,SJ9HQ642DAK8CQT72,SKQT2HK98DJ6542C5,SA84HADQ973CAKJ86,,SJ9HQ642DAK8CQT72,SKQT2HK98DJ6542C5,SA84HADQ973CAKJ86,,,PASS 1C PASS 1H X 2D PASS 3C PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64482-1749818241.lin,TM,open,9,e,ew,3.0,N,SAQTHJ83DK43CAK43,SK9843HA65DT8C952,S75HKT92DAQ75CT87,,SAQTHJ83DK43CAK43,SK9843HA65DT8C952,S75HKT92DAQ75CT87,,8.0,PASS PASS 1NT PASS 2C PASS 2D PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64482-1749818241.lin,TM,open,10,b,both,4.0,E,S6H642DAKQCAKQJT9,SAK84HKQ73D94C542,SQJT9H5DJT632C863,,S6H642DAKQCAKQJT9,SAK84HKQ73D94C542,SQJT9H5DJT632C863,,11.0,PASS 1C PASS 1D 1H 2H! X PASS PASS 3C 3H PASS PASS 5C PASS PASS PASS,5C,missing_or_invalid
TM-64482-1749818241.lin,TM,open,11,o,none,1.0,S,SAK76HA93D984CK64,S94HQJ84DJ752CQJ3,SQJ52HK5DQ63CT875,,SAK76HA93D984CK64,S94HQJ84DJ752CQJ3,SQJ52HK5DQ63CT875,,8.0,1C PASS 1S PASS 2S PASS PASS PASS,2S,missing_or_invalid
TM-64482-1749818241.lin,TM,open,12,n,ns,2.0,W,SQ95HK6DJT5CQT952,SAHAQJ93D97643CJ4,SK872H854DAK2C863,,SQ95HK6DJT5CQT952,SAHAQJ93D97643CJ4,SK872H854DAK2C863,,11.0,1H PASS 1S PASS 2D PASS 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-64482-1749818241.lin,TM,open,13,b,both,3.0,N,S984H9DAQ93CJ6542,SQJ75HQJ853D6CT98,SK32H764DKJT4CAQ3,,S984H9DAQ93CJ6542,SQJ75HQJ853D6CT98,SK32H764DKJT4CAQ3,,,1D PASS 1NT PASS PASS X 2D 2H 3D 3H PASS PASS PASS,3H,missing_or_invalid
TM-64482-1749818241.lin,TM,open,14,o,none,4.0,E,SAKQ4HA82D7CAKQJ5,SJT98HQT54DKQJCT3,S732HK73D8642C986,,SAKQ4HA82D7CAKQJ5,SJT98HQT54DKQJCT3,S732HK73D8642C986,,8.0,PASS 2C PASS 2D PASS 3C PASS 3D PASS 3S PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64482-1749818241.lin,TM,open,15,n,ns,1.0,S,SAK64HQ7532D764C4,SQJT3HA4DA93CAJ98,S98HJT98DJT2CQT72,,SAK64HQ7532D764C4,SQJT3HA4DA93CAJ98,S98HJT98DJT2CQT72,,8.0,PASS 1NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64482-1749818241.lin,TM,open,16,e,ew,2.0,W,SJT9HQ42DK63CA852,S74HA985DJT98CK74,SAKQ62H763DAQ74C6,,SJT9HQ42DK63CA852,S74HA985DJT98CK74,SAKQ62H763DAQ74C6,,,PASS 1S 2C 3C! PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-64504-1749818665.lin,TM,open,1,o,none,3.0,N,SAQ82HAQ86DA5C765,SK975HJ9742DK4CK2,S3HT3DT97CAQJT843,,SAQ82HAQ86DA5C765,SK975HJ9742DK4CK2,S3HT3DT97CAQJT843,,12.0,3C! PASS 4C PASS 5C PASS PASS PASS,5C,missing_or_invalid
TM-64504-1749818665.lin,TM,open,2,n,ns,4.0,E,SAKQT642H953D6CJ9,SHAJ874DT7543CT54,SJ5HKTDAKJ9CA7632,,SAKQT642H953D6CJ9,SHAJ874DT7543CT54,SJ5HKTDAKJ9CA7632,,,PASS PASS PASS 1C PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-64504-1749818665.lin,TM,open,3,e,ew,1.0,S,ST6HKJ62DQT963C83,SAQJHQ943DJ42CQJ2,S743HA5DA5CT97654,,ST6HKJ62DQT963C83,SAQJHQ943DJ42CQJ2,S743HA5DA5CT97654,,,PASS 1C PASS 1S PASS 1NT PASS 2D! PASS 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-64504-1749818665.lin,TM,open,4,b,both,2.0,W,SKT95HAJ2DT84CA53,S8632HKT6DJ9763CT,SQHQ754DAKQCK8764,,SKT95HAJ2DT84CA53,S8632HKT6DJ9763CT,SQHQ754DAKQCK8764,,,PASS 1C PASS 1S PASS 2C PASS 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64504-1749818665.lin,TM,open,5,n,ns,3.0,N,SAJ5HAK73DA72CK85,SQT4HJ542DK9864CT,SK9HT98DQ53CAJ643,,SAJ5HAK73DA72CK85,SQT4HJ542DK9864CT,SK9HT98DQ53CAJ643,,,PASS PASS 1C PASS 2C! PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64504-1749818665.lin,TM,open,6,e,ew,4.0,E,SQJT84HT3DQT98CAT,SH97542DAKJ3CK652,SAK9732HQD7652CJ9,,SQJT84HT3DQT98CAT,SH97542DAKJ3CK652,SAK9732HQD7652CJ9,,,1H 1S 3S! 4S PASS PASS 5H PASS PASS PASS,5H,missing_or_invalid
TM-64504-1749818665.lin,TM,open,7,b,both,1.0,S,STHQ652DAKT943C86,SK7652HA7D5CKQT92,S98HJT43DQJ7CJ743,,STHQ652DAKT943C86,SK7652HA7D5CKQT92,S98HJT43DQJ7CJ743,,,PASS 1S PASS 2N! PASS 3D PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-64504-1749818665.lin,TM,open,8,o,none,2.0,W,SJ9HQ642DAK8CQT72,SKQT2HK98DJ6542C5,SA84HADQ973CAKJ86,,SJ9HQ642DAK8CQT72,SKQT2HK98DJ6542C5,SA84HADQ973CAKJ86,,,PASS 1C PASS 1H 1S 2D 3S X PASS 3NT PASS 4NT PASS PASS PASS,4NT,missing_or_invalid
TM-64504-1749818665.lin,TM,open,9,e,ew,3.0,N,SAQTHJ83DK43CAK43,SK9843HA65DT8C952,S75HKT92DAQ75CT87,,SAQTHJ83DK43CAK43,SK9843HA65DT8C952,S75HKT92DAQ75CT87,,,PASS PASS 1NT PASS 2C PASS 2D PASS 2NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64504-1749818665.lin,TM,open,10,b,both,4.0,E,S6H642DAKQCAKQJT9,SAK84HKQ73D94C542,SQJT9H5DJT632C863,,S6H642DAKQCAKQJT9,SAK84HKQ73D94C542,SQJT9H5DJT632C863,,,PASS 1C 1S PASS 3S X PASS PASS PASS,3S,missing_or_invalid
TM-64504-1749818665.lin,TM,open,11,o,none,1.0,S,SAK76HA93D984CK64,S94HQJ84DJ752CQJ3,SQJ52HK5DQ63CT875,,SAK76HA93D984CK64,S94HQJ84DJ752CQJ3,SQJ52HK5DQ63CT875,,,1C PASS 1S PASS 2S PASS PASS PASS,2S,missing_or_invalid
TM-64504-1749818665.lin,TM,open,12,n,ns,2.0,W,SQ95HK6DJT5CQT952,SAHAQJ93D97643CJ4,SK872H854DAK2C863,,SQ95HK6DJT5CQT952,SAHAQJ93D97643CJ4,SK872H854DAK2C863,,,1H PASS 2H PASS PASS PASS,2H,missing_or_invalid
TM-64504-1749818665.lin,TM,open,13,b,both,3.0,N,S984H9DAQ93CJ6542,SQJ75HQJ853D6CT98,SK32H764DKJT4CAQ3,,S984H9DAQ93CJ6542,SQJ75HQJ853D6CT98,SK32H764DKJT4CAQ3,,,1D 1H 2D 4H PASS PASS PASS,4H,missing_or_invalid
TM-64504-1749818665.lin,TM,open,14,o,none,4.0,E,SAKQ4HA82D7CAKQJ5,SJT98HQT54DKQJCT3,S732HK73D8642C986,,SAKQ4HA82D7CAKQJ5,SJT98HQT54DKQJCT3,S732HK73D8642C986,,,PASS 2C PASS 2D PASS 3C PASS 3D! PASS 3S PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64504-1749818665.lin,TM,open,15,n,ns,1.0,S,SAK64HQ7532D764C4,SQJT3HA4DA93CAJ98,S98HJT98DJT2CQT72,,SAK64HQ7532D764C4,SQJT3HA4DA93CAJ98,S98HJT98DJT2CQT72,,,PASS 1NT PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64504-1749818665.lin,TM,open,16,e,ew,2.0,W,SJT9HQ42DK63CA852,S74HA985DJT98CK74,SAKQ62H763DAQ74C6,,SJT9HQ42DK63CA852,S74HA985DJT98CK74,SAKQ62H763DAQ74C6,,,PASS 1S PASS 1NT PASS 2D PASS 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-64530-1751980974.lin,TM,open,1,o,none,3.0,N,S9JKHJQAD369TKC67,S24QH237D2QAC289A,S678TAH459TD5C345,,S9JKHJQAD369TKC67,S24QH237D2QAC289A,S678TAH459TD5C345,,10.0,PASS PASS 1D PASS 1S PASS 1NT PASS 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-64530-1751980974.lin,TM,open,2,n,ns,4.0,E,S78TJAH2479D37JCK,S46KH5QKD5AC5689Q,S29H36TJD689KC23J,,S78TJAH2479D37JCK,S46KH5QKD5AC5689Q,S29H36TJD689KC23J,,8.0,1D 1S 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64530-1751980974.lin,TM,open,3,e,ew,1.0,S,S7TQKAH7AD249AC2A,S2H24569QD38JQKCT,S4689JH8JD56C45QK,,S7TQKAH7AD249AC2A,S2H24569QD38JQKCT,S4689JH8JD56C45QK,,12.0,2C! 2H 2S 3H 6S PASS PASS PASS,6S,missing_or_invalid
TM-64530-1751980974.lin,TM,open,4,b,both,2.0,W,S5TJQH34579QDC39T,S378KAHTKAD359C27,S29HJD24678TJC46A,,S5TJQH34579QDC39T,S378KAHTKAD359C27,S29HJD24678TJC46A,,,1S 2D 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64530-1751980974.lin,TM,open,5,n,ns,3.0,N,S345H369KD2JAC589,SQH5TJQAD5QKC7TQK,STJAH247D67C2346J,,S345H369KD2JAC589,SQH5TJQAD5QKC7TQK,STJAH247D67C2346J,,,PASS 2S PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64530-1751980974.lin,TM,open,6,e,ew,4.0,E,S25JKH67JD9JC3TJQ,S37QAH2358D3TAC48,S489HTQKD245QC67A,,S25JKH67JD9JC3TJQ,S37QAH2358D3TAC48,S489HTQKD245QC67A,,6.0,PASS PASS PASS 1D PASS 1S PASS PASS 2C PASS PASS 2S PASS PASS PASS,2S,missing_or_invalid
TM-64530-1751980974.lin,TM,open,7,b,both,1.0,S,S2H245D2479TKC8QA,S34569HQAD58QC2TJ,S78JH678TD6JC3459,,S2H245D2479TKC8QA,S34569HQAD58QC2TJ,S78JH678TD6JC3459,,11.0,1D PASS PASS X 2D 2S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-64530-1751980974.lin,TM,open,8,o,none,2.0,W,S57QKH3D57TC9TQKA,S2346JH9QAD289QC7,S9AH248JKD34KAC35,,S57QKH3D57TC9TQKA,S2346JH9QAD289QC7,S9AH248JKD34KAC35,,11.0,PASS 1H PASS 1S PASS 2D PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-64530-1751980974.lin,TM,open,9,e,ew,3.0,N,S79JH26TQD2AC256T,S234568AHKAD56JC3,SH5JD349TQC4789QA,,S79JH26TQD2AC256T,S234568AHKAD56JC3,SH5JD349TQC4789QA,,11.0,1C 1H 1NT 4S 5C PASS PASS X PASS 5S PASS PASS PASS,5S,missing_or_invalid
TM-64530-1751980974.lin,TM,open,10,b,both,4.0,E,SH269KD89KAC2589Q,S268TKH7JD346QC7T,S3JQAH45TQAD2TJC6,,SH269KD89KAC2589Q,S268TKH7JD346QC7T,S3JQAH45TQAD2TJC6,,11.0,PASS 1C PASS 1H PASS 2H PASS 2S PASS 3D PASS 4NT PASS 5H! PASS 6H PASS PASS PASS,6H,missing_or_invalid
TM-64530-1751980974.lin,TM,open,11,o,none,1.0,S,S5AH23KAD378KC9TA,S3KH57JQD49TJC3JQ,S69TH469D6QAC2468,,S5AH23KAD378KC9TA,S3KH57JQD49TJC3JQ,S69TH469D6QAC2468,,8.0,1D PASS PASS 1S X 1NT 2D PASS PASS X PASS 2S 3D X PASS 3S PASS PASS PASS,3S,missing_or_invalid
TM-64530-1751980974.lin,TM,open,12,n,ns,2.0,W,S29TKAH49TQAD9JC7,SH37KD2478QKC49QA,S456JH26D5AC35TJK,,S29TKAH49TQAD9JC7,SH37KD2478QKC49QA,S456JH26D5AC35TJK,,,1D PASS 1S PASS 2C PASS 2D 2H 3D PASS PASS PASS,3D,missing_or_invalid
TM-67630-1754144254.lin,TM,open,1,o,none,3.0,N,S26QKH46QD37QAC8Q,S35HTKD5C23469TJA,S89TH3578JD689C7K,,S26QKH46QD37QAC8Q,S35HTKD5C23469TJA,S89TH3578JD689C7K,,10.0,PASS 1D! 1NT 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-67630-1754144254.lin,TM,open,2,n,ns,4.0,E,SH2458AD3567AC36J,S23456TH79JQD8TCT,S9JKAH6KDJQC29QKA,,SH2458AD3567AC36J,S23456TH79JQD8TCT,S9JKAH6KDJQC29QKA,,,PASS 2H! PASS 2N! PASS 3D PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-67630-1754144254.lin,TM,open,3,e,ew,1.0,S,S79QH238D37TC59TK,S8AH457KAD5KAC8JA,S25TJHQD289JC237Q,,S79QH238D37TC59TK,S8AH457KAD5KAC8JA,S25TJHQD289JC237Q,,12.0,PASS 2C! PASS 2D PASS 2NT PASS 3C PASS 3H PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-67630-1754144254.lin,TM,open,4,b,both,2.0,W,STKAH39D24TQC29TA,S2489H467QD5KC348,S3567H2JKAD69C6JQ,,STKAH39D24TQC29TA,S2489H467QD5KC348,S3567H2JKAD69C6JQ,,11.0,PASS 1D! 2D X PASS 2H PASS 3NT PASS PASS PASS,3NT,missing_or_invalid
TM-67630-1754144254.lin,TM,open,5,n,ns,3.0,N,S9QKH2456JKD4AC4Q,S4AH39TAD579JQCTA,S278JH7QD23TC589K,,S9QKH2456JKD4AC4Q,S4AH39TAD579JQCTA,S278JH7QD23TC589K,,,PASS PASS 1H 1NT PASS PASS 2H 3D PASS PASS PASS,3D,missing_or_invalid
TM-67630-1754144254.lin,TM,open,6,e,ew,4.0,E,S89TH238D49TJC36T,S2367QAH5D78QKC58,S45JKH69TD6AC279J,,S89TH238D49TJC36T,S2367QAH5D78QKC58,S45JKH69TD6AC279J,,9.0,1H PASS 1S PASS 3C PASS 3S PASS 4H PASS 4N! PASS 5D PASS 6H X PASS PASS 6S X PASS PASS PASS,6S,missing_or_invalid
TM-67630-1754144254.lin,TM,open,7,b,both,1.0,S,S267JHTJD34TC4567,S489QAH49QD59C23Q,S3KH23D278AC89TJA,,S267JHTJD34TC4567,S489QAH49QD59C23Q,S3KH23D278AC89TJA,,11.0,PASS PASS 1D! 1H PASS 2D! PASS 4H PASS PASS PASS,4H,missing_or_invalid
TM-67630-1754144254.lin,TM,open,8,o,none,2.0,W,S35H49TQAD2KC5TJQ,S468TAH56D678AC8K,S7QKH38D34TC2379A,,S35H49TQAD2KC5TJQ,S468TAH56D678AC8K,S7QKH38D34TC2379A,,10.0,1S PASS 2S 3H PASS 4H X PASS PASS PASS,4H,missing_or_invalid
TM-67630-1754144254.lin,TM,open,9,e,ew,3.0,N,S34JQH2467KD5JC8T,S7TH9TAD3789QAC3Q,S68H358D6C24567JA,,S34JQH2467KD5JC8T,S7TH9TAD3789QAC3Q,S68H358D6C24567JA,,10.0,3C 3S PASS 4S PASS PASS PASS,4S,missing_or_invalid
TM-67630-1754144254.lin,TM,open,10,b,both,4.0,E,S235H2346D2469C7Q,S7H59TJQD5TC58TKA,S4689H7KD8JQC234J,,S235H2346D2469C7Q,S7H59TJQD5TC58TKA,S4689H7KD8JQC234J,,13.0,2C PASS 2H PASS 2S PASS 3C PASS 3D PASS 3H PASS 4H PASS 4N! PASS 5D PASS 5H PASS PASS PASS,5H,missing_or_invalid
