source_file,source_type,room,board_number,vulnerability_code,vulnerability,dealer_code,dealer,south_hand_raw,west_hand_raw,north_hand_raw,east_hand_raw,south_hand_norm,west_hand_norm,north_hand_norm,east_hand_norm,tricks_claimed,bidding_sequence,final_contract
85490.lin,BBO,closed,8,o,none,2,W,ST9832HK543DQCJT3,SKJ7HQ96DT962CQ72,S6HA82DA8754CAK98,SAQ54HJT7DKJ3C654,ST9832HK543DQCJT3,SKJ7HQ96DT962CQ72,S6HA82DA8754CAK98,SAQ54HJT7DKJ3C654,9,PASS 1D PASS 2H! PASS PASS PASS,1D
85490.lin,BBO,open,9,e,ew,3,N,SKHAKJT6DA42CQJ92,S432HQ95DJ98CKT73,SQT96H73DQT75C865,SAJ875H842DK63CA4,SKHAKJT6DA42CQJ92,S432HQ95DJ98CKT73,SQT96H73DQT75C865,SAJ875H842DK63CA4,,PASS 1S 2H 2S PASS PASS X PASS 3D PASS PASS PASS,3D
85490.lin,BBO,closed,9,e,ew,3,N,SKHAKJT6DA42CQJ92,S432HQ95DJ98CKT73,SQT96H73DQT75C865,SAJ875H842DK63CA4,SKHAKJT6DA42CQJ92,S432HQ95DJ98CKT73,SQT96H73DQT75C865,SAJ875H842DK63CA4,,PASS 1S 2H 2S PASS PASS X PASS 2NT PASS 3C PASS 3D PASS PASS PASS,3D
85490.lin,BBO,open,10,b,both,4,E,SAQ9764HAJ82D6CT9,SK53HQTDQ52CQJ865,SJ2HK7DK98743CAK3,ST8H96543DAJTC742,SAQ9764HAJ82D6CT9,SK53HQTDQ52CQJ865,SJ2HK7DK98743CAK3,ST8H96543DAJTC742,,PASS 1S PASS 2D PASS 2H PASS 2NT PASS 3S PASS 4C PASS 4S PASS PASS PASS,4S
85490.lin,BBO,closed,10,b,both,4,E,SAQ9764HAJ82D6CT9,SK53HQTDQ52CQJ865,SJ2HK7DK98743CAK3,ST8H96543DAJTC742,SAQ9764HAJ82D6CT9,SK53HQTDQ52CQJ865,SJ2HK7DK98743CAK3,ST8H96543DAJTC742,10,PASS 1S PASS 2D PASS 2H PASS 2NT PASS 3S PASS 4C! PASS 4S PASS PASS PASS,4S
85490.lin,BBO,open,11,o,none,1,S,SA5HA2DAQ84CK9863,SQT94H843DKJTCAJ5,SJ7632HQJD7652C74,SK8HKT9765D93CQT2,SA5HA2DAQ84CK9863,SQT94H843DKJTCAJ5,SJ7632HQJD7652C74,SK8HKT9765D93CQT2,6,1NT PASS 2H! PASS 2S PASS PASS PASS,2S
85490.lin,BBO,closed,11,o,none,1,S,SA5HA2DAQ84CK9863,SQT94H843DKJTCAJ5,SJ7632HQJD7652C74,SK8HKT9765D93CQT2,SA5HA2DAQ84CK9863,SQT94H843DKJTCAJ5,SJ7632HQJD7652C74,SK8HKT9765D93CQT2,4,1C PASS 1S PASS 2NT PASS PASS PASS,2NT
85490.lin,BBO,open,12,n,ns,2,W,SK854HAJ76D762C52,S2HK9853DT53CK986,SAQT97HT42DAQ4CT4,SJ63HQDKJ98CAQJ73,SK854HAJ76D762C52,S2HK9853DT53CK986,SAQT97HT42DAQ4CT4,SJ63HQDKJ98CAQJ73,9,PASS 1S 2C 3S 5C PASS PASS PASS,5C
85490.lin,BBO,closed,12,n,ns,2,W,SK854HAJ76D762C52,S2HK9853DT53CK986,SAQT97HT42DAQ4CT4,SJ63HQDKJ98CAQJ73,SK854HAJ76D762C52,S2HK9853DT53CK986,SAQT97HT42DAQ4CT4,SJ63HQDKJ98CAQJ73,9,PASS 1S 2C 3S 4C PASS PASS PASS,4C
85494.lin,BBO,open,15,n,ns,1,S,SAK52HJT82D3CQJ73,STH5DAKQJ98654C86,SQJ976HQ974D2CAK5,S843HAK63DT7CT942,SAK52HJT82D3CQJ73,STH5DAKQJ98654C86,SQJ976HQ974D2CAK5,S843HAK63DT7CT942,10,1C 5D X PASS PASS PASS,5D
85494.lin,BBO,closed,15,n,ns,1,S,SAK52HJT82D3CQJ73,STH5DAKQJ98654C86,SQJ976HQ974D2CAK5,S843HAK63DT7CT942,SAK52HJT82D3CQJ73,STH5DAKQJ98654C86,SQJ976HQ974D2CAK5,S843HAK63DT7CT942,10,1C 3NT 4S 5C 5S 6D X PASS PASS PASS,6D
85494.lin,BBO,open,16,e,ew,2,W,S95HAK654DJ96C854,SJ8732H82D43CQT92,SAKQTH973DAK72CAJ,S64HQJTDQT85CK763,S95HAK654DJ96C854,SJ8732H82D43CQT92,SAKQTH973DAK72CAJ,S64HQJTDQT85CK763,11,PASS 2NT PASS 3D PASS 3H PASS 3NT PASS 4C PASS 4H PASS PASS PASS,4H
85494.lin,BBO,closed,16,e,ew,2,W,S95HAK654DJ96C854,SJ8732H82D43CQT92,SAKQTH973DAK72CAJ,S64HQJTDQT85CK763,S95HAK654DJ96C854,SJ8732H82D43CQT92,SAKQTH973DAK72CAJ,S64HQJTDQT85CK763,11,PASS 2NT PASS 3D! PASS 3H PASS 3NT PASS 4H PASS PASS PASS,4H
85494.lin,BBO,open,17,o,none,3,N,SA654HA7DK62CAKQ3,S82HT2DAQT95C9852,SJ3HK864DJ83CT764,SKQT97HQJ953D74CJ,SA654HA7DK62CAKQ3,S82HT2DAQT95C9852,SJ3HK864DJ83CT764,SKQT97HQJ953D74CJ,,PASS 2H X PASS 2N! PASS 3NT PASS PASS PASS,3NT
85494.lin,BBO,closed,17,o,none,3,N,SA654HA7DK62CAKQ3,S82HT2DAQT95C9852,SJ3HK864DJ83CT764,SKQT97HQJ953D74CJ,SA654HA7DK62CAKQ3,S82HT2DAQT95C9852,SJ3HK864DJ83CT764,SKQT97HQJ953D74CJ,,PASS 1S X 1NT PASS 2H PASS 2S PASS PASS PASS,2S
85494.lin,BBO,open,18,n,ns,4,E,S8542HTDJ732CQ854,SAQT97H54DAK86CA7,S6HAJ863DT954C963,SKJ3HKQ972DQCKJT2,S8542HTDJ732CQ854,SAQT97H54DAK86CA7,S6HAJ863DT954C963,SKJ3HKQ972DQCKJT2,11,1NT PASS 2H X 2S PASS 3D PASS 4S PASS 4NT PASS 5C PASS 6S PASS PASS PASS,6S
85494.lin,BBO,closed,18,n,ns,4,E,S8542HTDJ732CQ854,SAQT97H54DAK86CA7,S6HAJ863DT954C963,SKJ3HKQ972DQCKJT2,S8542HTDJ732CQ854,SAQT97H54DAK86CA7,S6HAJ863DT954C963,SKJ3HKQ972DQCKJT2,12,1H PASS 1S PASS 2S PASS 3C! PASS 4S PASS PASS PASS,4S
85494.lin,BBO,open,19,e,ew,1,S,SAJ632HKJ9DKQ86CQ,S4HQ632DA953C9653,SKT95HAT75DT72CA2,SQ87H84DJ4CKJT874,SAJ632HKJ9DKQ86CQ,S4HQ632DA953C9653,SKT95HAT75DT72CA2,SQ87H84DJ4CKJT874,12,1NT PASS 2C X PASS 3C X PASS 4S PASS PASS PASS,4S
85494.lin,BBO,closed,19,e,ew,1,S,SAJ632HKJ9DKQ86CQ,S4HQ632DA953C9653,SKT95HAT75DT72CA2,SQ87H84DJ4CKJT874,SAJ632HKJ9DKQ86CQ,S4HQ632DA953C9653,SKT95HAT75DT72CA2,SQ87H84DJ4CKJT874,11,1NT PASS 2C X 3S PASS 4S PASS PASS PASS,4S
85494.lin,BBO,open,20,b,both,2,W,SQ95H765DQCA98642,SKJHQ942DKT832CQ5,SAT74HAK8DAJ75CK7,S8632HJT3D964CJT3,SQ95H765DQCA98642,SKJHQ942DKT832CQ5,SAT74HAK8DAJ75CK7,S8632HJT3D964CJT3,9,1D X PASS 3C PASS 3NT PASS PASS PASS,3NT
85494.lin,BBO,closed,20,b,both,2,W,SQ95H765DQCA98642,SKJHQ942DKT832CQ5,SAT74HAK8DAJ75CK7,S8632HJT3D964CJT3,SQ95H765DQCA98642,SKJHQ942DKT832CQ5,SAT74HAK8DAJ75CK7,S8632HJT3D964CJT3,8,PASS 1D PASS 1NT PASS 2NT PASS 3NT PASS PASS PASS,3NT
85494.lin,BBO,open,21,n,ns,3,N,S9HK765DA7654CJT6,SK72HQJ4DJT92CK87,SQJ864HT2DQ3CA954,SAT53HA983DK8CQ32,S9HK765DA7654CJT6,SK72HQJ4DJT92CK87,SQJ864HT2DQ3CA954,SAT53HA983DK8CQ32,6,PASS 1C PASS 1NT 2S PASS PASS PASS,2S
85494.lin,BBO,closed,21,n,ns,3,N,S9HK765DA7654CJT6,SK72HQJ4DJT92CK87,SQJ864HT2DQ3CA954,SAT53HA983DK8CQ32,S9HK765DA7654CJT6,SK72HQJ4DJT92CK87,SQJ864HT2DQ3CA954,SAT53HA983DK8CQ32,8,PASS 1C PASS 1S! PASS 1NT PASS 2C! PASS 2D! PASS 3NT X PASS PASS PASS,3NT
85494.lin,BBO,open,22,e,ew,4,E,S3HA432DAKQ86C632,SA976HQJ98DT932C4,SJ542H65D75CQJT95,SKQT8HKT7DJ4CAK87,S3HA432DAKQ86C632,SA976HQJ98DT932C4,SJ542H65D75CQJT95,SKQT8HKT7DJ4CAK87,9,1NT PASS 2C X 2S X PASS 3C PASS PASS 3S PASS PASS PASS,3S
85494.lin,BBO,closed,22,e,ew,4,E,S3HA432DAKQ86C632,SA976HQJ98DT932C4,SJ542H65D75CQJT95,SKQT8HKT7DJ4CAK87,S3HA432DAKQ86C632,SA976HQJ98DT932C4,SJ542H65D75CQJT95,SKQT8HKT7DJ4CAK87,,1NT 2D! PASS PASS PASS,1NT
85494.lin,BBO,open,23,b,both,1,S,SAK984HAQT32DQCJ2,ST6HK975DK972CAKQ,S73HJ6DJT8CT86543,SQJ52H84DA6543C97,SAK984HAQT32DQCJ2,ST6HK975DK972CAKQ,S73HJ6DJT8CT86543,SQJ52H84DA6543C97,7,1S X PASS 2D 2H PASS 2S PASS PASS PASS,2S
85494.lin,BBO,closed,23,b,both,1,S,SAK984HAQT32DQCJ2,ST6HK975DK972CAKQ,S73HJ6DJT8CT86543,SQJ52H84DA6543C97,SAK984HAQT32DQCJ2,ST6HK975DK972CAKQ,S73HJ6DJT8CT86543,SQJ52H84DA6543C97,8,1S X PASS 2D 2H 3D PASS PASS PASS,3D
85494.lin,BBO,open,24,o,none,2,W,S5HKQ84DKT87C7642,S9742HTDQ432CK983,SKQ6HA976DJ96CQJ5,SAJT83HJ532DA5CAT,S5HKQ84DKT87C7642,S9742HTDQ432CK983,SKQ6HA976DJ96CQJ5,SAJT83HJ532DA5CAT,10,PASS 1C 1S X 2S PASS PASS PASS,2S
85497.lin,BBO,open,25,e,ew,3,N,SQJ3H53DA52CAQ875,SA98765HK2DT7CJT6,SHAQJ764DJ9864C43,SKT42HT98DKQ3CK92,SQJ3H53DA52CAQ875,SA98765HK2DT7CJT6,SHAQJ764DJ9864C43,SKT42HT98DKQ3CK92,12,4H PASS PASS PASS,4H
85497.lin,BBO,closed,25,e,ew,3,N,SQJ3H53DA52CAQ875,SA98765HK2DT7CJT6,SHAQJ764DJ9864C43,SKT42HT98DKQ3CK92,SQJ3H53DA52CAQ875,SA98765HK2DT7CJT6,SHAQJ764DJ9864C43,SKT42HT98DKQ3CK92,11,4H PASS PASS PASS,4H
85497.lin,BBO,open,26,b,both,4,E,S42HAKT643DKQ76CJ,SAJH985DA32CAKQ98,SKQ8653HQDT954C43,ST97HJ72DJ8CT7652,S42HAKT643DKQ76CJ,SAJH985DA32CAKQ98,SKQ8653HQDT954C43,ST97HJ72DJ8CT7652,8,PASS 1H 2C X 3C 3H X PASS 4C PASS PASS PASS,4C
85497.lin,BBO,closed,26,b,both,4,E,S42HAKT643DKQ76CJ,SAJH985DA32CAKQ98,SKQ8653HQDT954C43,ST97HJ72DJ8CT7652,S42HAKT643DKQ76CJ,SAJH985DA32CAKQ98,SKQ8653HQDT954C43,ST97HJ72DJ8CT7652,8,PASS 1H X 1S PASS 2H 3C PASS PASS PASS,3C
85497.lin,BBO,open,27,o,none,1,S,ST3H6DJ986CAQT876,SK92HQ9753DK5C954,SA8754HAJ84DT74C2,SQJ6HKT2DAQ32CKJ3,ST3H6DJ986CAQT876,SK92HQ9753DK5C954,SA8754HAJ84DT74C2,SQJ6HKT2DAQ32CKJ3,9,3C PASS PASS 3NT PASS PASS PASS,3NT
85497.lin,BBO,closed,27,o,none,1,S,ST3H6DJ986CAQT876,SK92HQ9753DK5C954,SA8754HAJ84DT74C2,SQJ6HKT2DAQ32CKJ3,ST3H6DJ986CAQT876,SK92HQ9753DK5C954,SA8754HAJ84DT74C2,SQJ6HKT2DAQ32CKJ3,7,PASS PASS 1S X XX 2H PASS PASS 3C 3H PASS 3NT PASS PASS X PASS PASS PASS,3NT
85497.lin,BBO,open,28,n,ns,2,W,SA8HK2DAQ98642CQ6,SKQ92HA43DJ5C8742,SJ763HQT865DTCA53,ST54HJ97DK73CKJT9,SA8HK2DAQ98642CQ6,SKQ92HA43DJ5C8742,SJ763HQT865DTCA53,ST54HJ97DK73CKJT9,8,PASS PASS 1C 1D 1S PASS PASS 3D PASS 3NT PASS PASS PASS,3NT
85497.lin,BBO,closed,28,n,ns,2,W,SA8HK2DAQ98642CQ6,SKQ92HA43DJ5C8742,SJ763HQT865DTCA53,ST54HJ97DK73CKJT9,SA8HK2DAQ98642CQ6,SKQ92HA43DJ5C8742,SJ763HQT865DTCA53,ST54HJ97DK73CKJT9,9,PASS PASS PASS 1D X PASS 1H 2D PASS PASS PASS,2D
85497.lin,BBO,open,29,b,both,3,N,S94HQ98DAK95CK932,SQ862HAJT64DQ8CQ8,SJT7H7532DJ43CAT6,SAK53HKDT762CJ754,S94HQ98DAK95CK932,SQ862HAJT64DQ8CQ8,SJT7H7532DJ43CAT6,SAK53HKDT762CJ754,8,PASS PASS 1D 1H PASS 1S PASS 2S PASS PASS PASS,2S
85497.lin,BBO,closed,29,b,both,3,N,S94HQ98DAK95CK932,SQ862HAJT64DQ8CQ8,SJT7H7532DJ43CAT6,SAK53HKDT762CJ754,S94HQ98DAK95CK932,SQ862HAJT64DQ8CQ8,SJT7H7532DJ43CAT6,SAK53HKDT762CJ754,7,PASS PASS 1D! 1H PASS 1NT PASS PASS PASS,1NT
85497.lin,BBO,open,30,o,none,4,E,SAKT32H92DAJ973C4,SQJHKT765DQT84CJ7,S76H84D652CAKQ963,S9854HAQJ3DKCT852,SAKT32H92DAJ973C4,SQJHKT765DQT84CJ7,S76H84D652CAKQ963,S9854HAQJ3DKCT852,,PASS 1S PASS 1NT PASS 2D PASS 2S PASS PASS PASS,2S
85497.lin,BBO,closed,30,o,none,4,E,SAKT32H92DAJ973C4,SQJHKT765DQT84CJ7,S76H84D652CAKQ963,S9854HAQJ3DKCT852,SAKT32H92DAJ973C4,SQJHKT765DQT84CJ7,S76H84D652CAKQ963,S9854HAQJ3DKCT852,9,PASS 1S PASS 3C! PASS PASS PASS,1S
85497.lin,BBO,open,31,n,ns,1,S,SKQJ83HD65CQJ9832,S92HAQT95DA982CT7,ST764HKJ82DQ743C5,SA5H7643DKJTCAK64,SKQJ83HD65CQJ9832,S92HAQT95DA982CT7,ST764HKJ82DQ743C5,SA5H7643DKJTCAK64,8,1S PASS 3C! PASS 3D PASS 3H PASS 3S PASS PASS PASS,3S
85497.lin,BBO,closed,31,n,ns,1,S,SKQJ83HD65CQJ9832,S92HAQT95DA982CT7,ST764HKJ82DQ743C5,SA5H7643DKJTCAK64,SKQJ83HD65CQJ9832,S92HAQT95DA982CT7,ST764HKJ82DQ743C5,SA5H7643DKJTCAK64,9,PASS 1H PASS 2N! PASS 4H PASS PASS PASS,4H
85497.lin,BBO,open,32,e,ew,2,W,SK93HAT963DT65CK8,SQJ762HK4D9CJ7632,ST5HQJ5DAJ743CA95,SA84H872DKQ82CQT4,SK93HAT963DT65CK8,SQJ762HK4D9CJ7632,ST5HQJ5DAJ743CA95,SA84H872DKQ82CQT4,9,PASS 1D PASS 1H 1S X 2H! 3H PASS PASS PASS,3H
85497.lin,BBO,closed,32,e,ew,2,W,SK93HAT963DT65CK8,SQJ762HK4D9CJ7632,ST5HQJ5DAJ743CA95,SA84H872DKQ82CQT4,SK93HAT963DT65CK8,SQJ762HK4D9CJ7632,ST5HQJ5DAJ743CA95,SA84H872DKQ82CQT4,9,PASS 1D! PASS 1H X R! 1S 2H PASS PASS PASS,2H
85497.lin,BBO,open,33,o,none,3,N,S8HAJ852DJ7CKT763,SQT64H4DA9853CJ85,SAJ5HKT76DKQ642CA,SK9732HQ93DTCQ942,S8HAJ852DJ7CKT763,SQT64H4DA9853CJ85,SAJ5HKT76DKQ642CA,SK9732HQ93DTCQ942,11,1D PASS 1H PASS 4C! PASS 4NT PASS 5D PASS 6H PASS PASS PASS,6H
85497.lin,BBO,closed,33,o,none,3,N,S8HAJ852DJ7CKT763,SQT64H4DA9853CJ85,SAJ5HKT76DKQ642CA,SK9732HQ93DTCQ942,S8HAJ852DJ7CKT763,SQT64H4DA9853CJ85,SAJ5HKT76DKQ642CA,SK9732HQ93DTCQ942,11,1C! PASS 3C! PASS 3D! PASS 3S! PASS 4H PASS PASS PASS,4H
85497.lin,BBO,open,34,n,ns,4,E,SJT85HQTDT875CJ83,S64HAJ432DA62CK76,SA973H95DQJ93CA95,SKQ2HK876DK4CQT42,SJT85HQTDT875CJ83,S64HAJ432DA62CK76,SA973H95DQJ93CA95,SKQ2HK876DK4CQT42,11,1C PASS 1H X 2H PASS 4H PASS PASS PASS,4H
85497.lin,BBO,closed,34,n,ns,4,E,SJT85HQTDT875CJ83,S64HAJ432DA62CK76,SA973H95DQJ93CA95,SKQ2HK876DK4CQT42,SJT85HQTDT875CJ83,S64HAJ432DA62CK76,SA973H95DQJ93CA95,SKQ2HK876DK4CQT42,11,1D! PASS 1H PASS 2H PASS 4H PASS PASS PASS,4H
85497.lin,BBO,open,35,e,ew,1,S,SQT32HT973DKQ2CQ6,SA964HA5D64CAK875,SKJ75HKQJDA3CJ942,S8H8642DJT9875CT3,SQT32HT973DKQ2CQ6,SA964HA5D64CAK875,SKJ75HKQJDA3CJ942,S8H8642DJT9875CT3,,PASS 1NT PASS 2N! PASS 3C! PASS 3D PASS PASS PASS,3D
85497.lin,BBO,closed,35,e,ew,1,S,SQT32HT973DKQ2CQ6,SA964HA5D64CAK875,SKJ75HKQJDA3CJ942,S8H8642DJT9875CT3,SQT32HT973DKQ2CQ6,SA964HA5D64CAK875,SKJ75HKQJDA3CJ942,S8H8642DJT9875CT3,9,PASS 2C! 2NT PASS 3C X 3S PASS 4S X PASS PASS PASS,4S
85497.lin,BBO,open,36,b,both,2,W,SQT7H98652DK82CA7,SA65HAKJ7DJ975CKJ,S9432HQT4DT64C853,SKJ8H3DAQ3CQT9642,SQT7H98652DK82CA7,SA65HAKJ7DJ975CKJ,S9432HQT4DT64C853,SKJ8H3DAQ3CQT9642,11,1NT PASS 2S! PASS 3C PASS 3H PASS 3NT PASS PASS PASS,3NT
85497.lin,BBO,closed,36,b,both,2,W,SQT7H98652DK82CA7,SA65HAKJ7DJ975CKJ,S9432HQT4DT64C853,SKJ8H3DAQ3CQT9642,SQT7H98652DK82CA7,SA65HAKJ7DJ975CKJ,S9432HQT4DT64C853,SKJ8H3DAQ3CQT9642,11,1C! PASS 2C PASS 2NT PASS 3C PASS 3H! PASS 3S! PASS 4C PASS 4D PASS 4H PASS 4NT PASS 5D PASS 6C PASS PASS PASS,6C
85498.lin,BBO,open,2,n,ns,4,E,SAK86HQT32DA94CK8,SQJ742HA854DK3CA5,ST95HK96DT86CJ764,S3HJ7DQJ752CQT932,SAK86HQT32DA94CK8,SQJ742HA854DK3CA5,ST95HK96DT86CJ764,S3HJ7DQJ752CQT932,7,2D 2NT PASS PASS PASS,2NT
85498.lin,BBO,closed,2,n,ns,4,E,SAK86HQT32DA94CK8,SQJ742HA854DK3CA5,ST95HK96DT86CJ764,S3HJ7DQJ752CQT932,SAK86HQT32DA94CK8,SQJ742HA854DK3CA5,ST95HK96DT86CJ764,S3HJ7DQJ752CQT932,9,PASS 1NT D! PASS 2D PASS PASS PASS,2D
85498.lin,BBO,open,3,e,ew,1,S,SKQ73HK976DA954CA,S984HJDK8632CK764,SA652H8543DQJCT32,SJTHAQT2DT7CQJ985,SKQ73HK976DA954CA,S984HJDK8632CK764,SA652H8543DQJCT32,SJTHAQT2DT7CQJ985,6,1D PASS 1H PASS 3H PASS 4H PASS PASS PASS,4H
85498.lin,BBO,closed,3,e,ew,1,S,SKQ73HK976DA954CA,S984HJDK8632CK764,SA652H8543DQJCT32,SJTHAQT2DT7CQJ985,SKQ73HK976DA954CA,S984HJDK8632CK764,SA652H8543DQJCT32,SJTHAQT2DT7CQJ985,,1C! PASS 1D! PASS 2H PASS PASS PASS,2H
85498.lin,BBO,open,4,b,both,2,W,SQT6HT974DK942C73,SAJ9HA652D63CA654,S8732HJ8DAT5CJT82,SK54HKQ3DQJ87CKQ9,SQT6HT974DK942C73,SAJ9HA652D63CA654,S8732HJ8DAT5CJT82,SK54HKQ3DQJ87CKQ9,10,1C PASS 1D PASS 1NT PASS 3NT PASS PASS PASS,3NT
85498.lin,BBO,closed,4,b,both,2,W,SQT6HT974DK942C73,SAJ9HA652D63CA654,S8732HJ8DAT5CJT82,SK54HKQ3DQJ87CKQ9,SQT6HT974DK942C73,SAJ9HA652D63CA654,S8732HJ8DAT5CJT82,SK54HKQ3DQJ87CKQ9,,1C PASS 3NT PASS PASS PASS,3NT
85498.lin,BBO,open,5,n,ns,3,N,SQJ2HK875DJ75C875,SKT9HQJ9DT4CKQJT6,S754HA62DAQ863CA3,SA863HT43DK92C942,SQJ2HK875DJ75C875,SKT9HQJ9DT4CKQJT6,S754HA62DAQ863CA3,SA863HT43DK92C942,7,1NT PASS PASS PASS,1NT
85498.lin,BBO,closed,5,n,ns,3,N,SQJ2HK875DJ75C875,SKT9HQJ9DT4CKQJT6,S754HA62DAQ863CA3,SA863HT43DK92C942,SQJ2HK875DJ75C875,SKT9HQJ9DT4CKQJT6,S754HA62DAQ863CA3,SA863HT43DK92C942,6,1NT PASS PASS PASS,1NT
85498.lin,BBO,open,6,e,ew,4,E,SJT5HKJ4DA52CAQ95,SKQ764HQT2DJ63CJT,SA832HA6DQT97C764,S9H98753DK84CK832,SJT5HKJ4DA52CAQ95,SKQ764HQT2DJ63CJT,SA832HA6DQT97C764,S9H98753DK84CK832,,PASS 1NT PASS 2C! PASS 2D! PASS 3NT PASS PASS PASS,3NT
85498.lin,BBO,closed,6,e,ew,4,E,SJT5HKJ4DA52CAQ95,SKQ764HQT2DJ63CJT,SA832HA6DQT97C764,S9H98753DK84CK832,SJT5HKJ4DA52CAQ95,SKQ764HQT2DJ63CJT,SA832HA6DQT97C764,S9H98753DK84CK832,,PASS 1C 1S 1NT PASS PASS PASS,1NT
85498.lin,BBO,open,7,b,both,1,S,SAQT543HQ53DKJ9C2,S987HAKJT64DT65C7,SH98DQ743CAKJT984,SKJ62H72DA82CQ653,SAQT543HQ53DKJ9C2,S987HAKJT64DT65C7,SH98DQ743CAKJT984,SKJ62H72DA82CQ653,9,1S PASS 2C PASS 2S PASS 3C PASS PASS PASS,3C
85498.lin,BBO,closed,7,b,both,1,S,SAQT543HQ53DKJ9C2,S987HAKJT64DT65C7,SH98DQ743CAKJT984,SKJ62H72DA82CQ653,SAQT543HQ53DKJ9C2,S987HAKJT64DT65C7,SH98DQ743CAKJT984,SKJ62H72DA82CQ653,,2S! PASS 3NT PASS PASS PASS,3NT
85498.lin,BBO,open,8,o,none,2,W,SKJ92HAJT4D74CJT5,S863HKQ98DA85CA72,ST754H7532DT96CQ9,SAQH6DKQJ32CK8643,SKJ92HAJT4D74CJT5,S863HKQ98DA85CA72,ST754H7532DT96CQ9,SAQH6DKQJ32CK8643,9,1C PASS 3H! PASS 3NT PASS PASS PASS,3NT
85498.lin,BBO,closed,8,o,none,2,W,SKJ92HAJT4D74CJT5,S863HKQ98DA85CA72,ST754H7532DT96CQ9,SAQH6DKQJ32CK8643,SKJ92HAJT4D74CJT5,S863HKQ98DA85CA72,ST754H7532DT96CQ9,SAQH6DKQJ32CK8643,,1C PASS 1D PASS 1NT PASS 3C! PASS 3H PASS 3S PASS 3NT PASS PASS PASS,3NT
85498.lin,BBO,open,9,e,ew,3,N,SAK4H72D97CKQJ983,SQJT65HAQJTDJTC76,S93H8653DAKQ52CAT,S872HK94D8643C542,SAK4H72D97CKQJ983,SQJT65HAQJTDJTC76,S93H8653DAKQ52CAT,S872HK94D8643C542,11,1D PASS 2C PASS 2D PASS 2NT PASS 3NT PASS PASS PASS,3NT
85498.lin,BBO,closed,9,e,ew,3,N,SAK4H72D97CKQJ983,SQJT65HAQJTDJTC76,S93H8653DAKQ52CAT,S872HK94D8643C542,SAK4H72D97CKQJ983,SQJT65HAQJTDJTC76,S93H8653DAKQ52CAT,S872HK94D8643C542,11,1D PASS 2C PASS 2D PASS 3C PASS 4C PASS 4S PASS 5C PASS PASS PASS,5C
85498.lin,BBO,open,10,b,both,4,E,STHATDKQ9752CJT42,SQ752HJ976D3CQ963,SJ983H8542DAJ86C5,SAK64HKQ3DT4CAK87,STHATDKQ9752CJT42,SQ752HJ976D3CQ963,SJ983H8542DAJ86C5,SAK64HKQ3DT4CAK87,10,1C 1D X 3D X 4D PASS PASS 4S PASS PASS PASS,4S
85498.lin,BBO,closed,10,b,both,4,E,STHATDKQ9752CJT42,SQ752HJ976D3CQ963,SJ983H8542DAJ86C5,SAK64HKQ3DT4CAK87,STHATDKQ9752CJT42,SQ752HJ976D3CQ963,SJ983H8542DAJ86C5,SAK64HKQ3DT4CAK87,,1C 1D X 3D 4S PASS PASS PASS,4S
85498.lin,BBO,open,11,o,none,1,S,SA74H8DAK8653C653,S952HQ653DQ42CK97,SJ63HAJ974D9CQJ82,SKQT8HKT2DJT7CAT4,SA74H8DAK8653C653,S952HQ653DQ42CK97,SJ63HAJ974D9CQJ82,SKQT8HKT2DJT7CAT4,8,1D PASS 1H X 2D PASS PASS PASS,2D
85498.lin,BBO,closed,11,o,none,1,S,SA74H8DAK8653C653,S952HQ653DQ42CK97,SJ63HAJ974D9CQJ82,SKQT8HKT2DJT7CAT4,SA74H8DAK8653C653,S952HQ653DQ42CK97,SJ63HAJ974D9CQJ82,SKQT8HKT2DJT7CAT4,6,1D PASS 1H 1S 2D 2S PASS PASS PASS,2S
85498.lin,BBO,open,12,n,ns,2,W,SA86H973DJ983CA92,ST3HKQJ6DK6CQT874,SKQJ52HT842DA54C5,S974HA5DQT72CKJ63,SA86H973DJ983CA92,ST3HKQJ6DK6CQT874,SKQJ52HT842DA54C5,S974HA5DQT72CKJ63,8,1H 1S X 2H 2NT X XX PASS 3C 3S PASS PASS PASS,3S
85498.lin,BBO,closed,12,n,ns,2,W,SA86H973DJ983CA92,ST3HKQJ6DK6CQT874,SKQJ52HT842DA54C5,S974HA5DQT72CKJ63,SA86H973DJ983CA92,ST3HKQJ6DK6CQT874,SKQJ52HT842DA54C5,S974HA5DQT72CKJ63,9,1C 1S 1N! 2S 3C PASS PASS PASS,3C
85500.lin,BBO,open,15,n,ns,1,S,S9HJ3DK93CAQT8632,SAQ5HAT965DJT742C,SKJ76HKQ42DQCKJ75,ST8432H87DA865C94,S9HJ3DK93CAQT8632,SAQ5HAT965DJT742C,SKJ76HKQ42DQCKJ75,ST8432H87DA865C94,9,2C 2H X PASS 3C 3D 3H! 4D PASS PASS 5C PASS PASS 5D X PASS PASS PASS,5D
85500.lin,BBO,closed,15,n,ns,1,S,S9HJ3DK93CAQT8632,SAQ5HAT965DJT742C,SKJ76HKQ42DQCKJ75,ST8432H87DA865C94,S9HJ3DK93CAQT8632,SAQ5HAT965DJT742C,SKJ76HKQ42DQCKJ75,ST8432H87DA865C94,11,2C 2H X PASS 3C PASS 3NT PASS PASS PASS,3NT
